,scr_selcode,sub_name,scr_period
2292,3217,生命科學,(三)06-07 行政二館205(視聽室) 葉怡巖
2293,3221,現代軍事學,"(三)06-07 男舍B11 楊艶秋,宋懷德"
2294,3222,現代軍事學,"(三)08-09 男舍B11 楊艶秋,宋懷德"
2295,3230,奈米科技與生活,(三)01-02 學101 袁維勵
2296,3236,衛星科技應用,(三)08-09 語105 劉文甦
2297,3240,環境資源保育探索專題,(三)08-09 忠210 葉怡巖
2298,3252,行政學,(三)03-04 語103 黎淑慧
2299,3253,行政學,(三)01-02 語103 黎淑慧
2300,3258,國際關係,(三)01-02 人705 林賢治
2301,3266,管理面面觀,(三)08-09 人607 蕭國鐘
2302,3267,大陸問題研究,(三)06-07 人605 王謙
2303,3274,投資與理財,(三)06-07 人607 蕭國鐘
2304,3278,婚姻與家庭,(三)01-02 人607 潘才學
2305,3279,婚姻與家庭,(三)03-04 人607 潘才學
2306,3283,綠色環境與經濟,(三)03-04 商203 李桂秋
2307,3290,觀光美儀與國際禮儀,(三)06-07 人B116A 彭瑞芝
2308,3291,觀光美儀與國際禮儀,(三)08-09 人B116A 彭瑞芝
2309,3305,美好時光，社群聚場（二）,(三)03-04 人1003(通識沙龍) 李舒亭
2310,3307,社會企業實作專題,(三)06-07 人401 陳淑慧
2311,3309,聲音表達與訓練,(三)03-04 人407 湛明暉
2312,4366,APPS基礎實作,(三)03-04 資電B15 林嘉成
2313,3318,越南地理與文化,(三)11-12 資電104 黃青雲
2314,3324,生物學與生物倫理,(三)11-12 商104 張智翔
2315,3327,性別與心理衛生,(三)11-12 資電504 劉金明
2316,3330,生活中的工程與科技,(三)11-12 商102 許聖富
2317,3339,社會學與生活體驗,(三)11-12 資電403 蔡振志
2318,3340,社會學與生活體驗,(三)13-14 商104 蔡振志
2319,4369,APPS基礎實作,(三)11-12 資電B15 管志偉
2320,4399,APPS中階實作,(三)11     資電B13(電腦實習室) 洪耀正
2321,3353,體育－墊上核心,(三)01-02 體館201(第一舞蹈室) 溫麗香
2322,3354,體育－墊上核心,(三)03-04 體館201(第一舞蹈室) 溫麗香
2323,3355,體育－墊上核心,(三)08-09 體館201(第一舞蹈室) 溫麗香
2324,3358,體育-彼拉提斯,(三)03-04 體館202(第二舞蹈室) 劉品坊
2325,3359,體育-彼拉提斯,(三)06-07 體館202(第二舞蹈室) 劉品坊
2326,3376,體育－飛輪有氧,(三)01-02 體館601 楊哲冠
2327,3377,體育－飛輪有氧,(三)06-07 體館601 楊哲冠
2328,3378,體育－飛輪有氧,(三)08-09 體館601 劉啟帆
2329,3379,體育－羽球進階,(三)03-04 體館301 趙宸紳
2330,3380,體育－飛盤,(三)10-11 體131B 黃俊傑
2331,3387,體育－桌球,(三)01-02 電通B03 陳富美
2332,3388,體育－桌球,(三)03-04 電通B03 楊霩晨
2333,3398,體育－硬式網球,(三)03-04 體124 吳子揚
2334,3399,體育－硬式網球,(三)06-07 體124 劉佳哲
2335,3409,體育－排球,(三)10-11 體館301 陳健隆
2336,3414,體育－籃球,(三)06-07 體館101(多功能球場) 張景星
2337,3425,體育－羽球,(三)01-02 體館301 趙宸紳
2338,3426,體育－羽球,(三)06-07 體館301 黃正一
2339,3432,體育－韻律舞蹈,(三)06-07 體館201(第一舞蹈室) 郭春芍
2340,3433,體育－韻律舞蹈,(三)08-09 體館202(第二舞蹈室) 郭春芍
2341,3436,體育－適應體育班,(三)10-11 電通B03 汪敬三
2342,3440,體育－攀岩,(三)08-09 體館131 張宜正
2343,3443,體育－飛輪有氧,(三)03-04 體館601 汪在莒
2344,3448,體育－桌球,(三)08-09 電通B03 汪敬三
2345,3450,體育－硬式網球,(三)08-09 體124 吳子揚
2346,3453,體育－籃球,(三)08-09 體館101(多功能球場) 盧廷峻
2347,3457,體育－羽球,(三)08-09 體館301 黃正一
2348,3459,工程圖學(二),(三)11-13 行政二館104-電腦實室 尹清岩
2349,3464,材料熱力學(二),(三)11-13 科航204 林巧奇
2350,3476,普通物理(一),(三)07-09 語102 張家瑜
2351,3478,單元操作(一),(三)11-13 商311 蘇昱瑋
2352,3479,會計學(二),(三)11-13 商206 李滿春
2353,3481,經濟學(二),(三)11-13 商205 賴宗志
2354,3483,管理科學,(三)03-04 資電B07 (三)10     工319(電腦實習室) 曾欽正
2355,3484,管理科學實習,(三)01     商206
2356,3485,應用力學,(三)07-09 建301 張嘉玲
2357,3492,資訊網路,(三)11-12 忠611(電腦實習室) 許銘家
2358,3493,微積分(一)實習,(三)11-12 理409
2359,3494,微積分(一)實習,(三)11-12 忠304
2360,3496,微積分(二)實習,(三)11-12 忠305
2361,3497,微積分(二)實習,(三)11-12 理407
2362,3500,微積分(一),(三)11-13 忠307 楊懿淑
2363,3503,大一英文(二)初級,(三)01-02 資電B02 王柏婷
2364,3504,大一英文(二)初級,(三)01-02 科航203 吳宇晴
2365,3505,大一英文(二)中級,(三)01-02 人507 廖珮珈
2366,3506,大一英文(二)中級,(三)01-02 人404 莫非
2367,3507,大一英文(二)中級,(三)01-02 資電107 陳函瞳
2368,3508,大一英文(二)中級,(三)01-02 資電512 王嘉蘭
2369,3509,大一英文(二)中級,(三)01-02 資電410 王淑真
2370,3510,大一英文(二)中級,(三)01-02 資電411 張旭琪
2371,3511,大一英文(二)中級,(三)01-02 資電511 黃振章
2372,3512,大一英文(二)中高級,(三)01-02 資電108 張淑英
2373,3513,大一英文(二)中高級,(三)01-02 資電515 董綺安
2374,3514,大一英文(二)中高級,(三)01-02 人402 蕭碧莉
2375,3515,大一英文(二)中高級,(三)01-02 人408 何倫佳
2376,3516,大一英文(二)中高級,(三)01-02 人608 李參
2377,3517,大一英文(二)中高級,(三)01-02 忠202 蔡文雄
2378,3518,大一英文(二)中高級,(三)01-02 忠301 林明洵
2379,3519,大一英文(二)高級,(三)01-02 忠302 唐西恩
2380,3601,大一英文(二)初級,(三)03-04 人608 姚蘭
2381,3602,大一英文(二)初級,(三)03-04 人402 陳依玲
2382,3603,大一英文(二)初級,(三)03-04 科航203 吳宇晴
2383,3604,大一英文(二)初級,(三)03-04 忠302 周玉楨
2384,3605,大一英文(二)中級,(三)03-04 資電410 王淑真
2385,3606,大一英文(二)中級,(三)03-04 資電107 陳函瞳
2386,3607,大一英文(二)中級,(三)03-04 人502 麥科立
2387,3608,大一英文(二)中級,(三)03-04 人602 陳秋華
2388,3609,大一英文(二)中級,(三)03-04 資電411 張旭琪
2389,3610,大一英文(二)中級,(三)03-04 資電511 黃振章
2390,3611,大一英文(二)中級,(三)03-04 人708 蔡明秀
2391,3612,大一英文(二)中級,(三)03-04 資電B02 邱幸珍
2392,3613,大一英文(二)中高級,(三)03-04 人408 何倫佳
2393,3614,大一英文(二)中高級,(三)03-04 忠301 林明洵
2394,3615,大一英文(二)中高級,(三)03-04 資電108 劉子瑄
2395,3616,大一英文(二)中高級,(三)03-04 忠201 林芷瑩
2396,3617,大一英文(二)中高級,(三)03-04 人702 蔚賾休
2397,3618,大一英文(二)中高級,(三)03-04 人404 李參
2398,3619,大一英文(二)中高級,(三)03-04 資電512 董綺安
2399,3620,大一英文(二)高級,(三)03-04 忠202 蔡文雄
2400,3621,大一英文(二)高級,(三)03-04 語203 陳彥京
2401,3825,大學國文(二),(三)01-02 資電B07 宋建華
2402,3826,大學國文(二),(三)01-02 人403 余美玲
2403,3827,大學國文(二),(三)01-02 人B119A 王正良
2404,3828,大學國文(二),(三)01-02 語203 錢唯真
2405,3829,大學國文(二),(三)01-02 人202 梁煌儀
2406,3830,大學國文(二),(三)01-02 人407 李靜玟
2407,3831,大學國文(二),(三)01-02 人501 馬偉成
2408,3832,大學國文(二),(三)01-02 人503 楊淑瓊
2409,3833,大學國文(二),(三)01-02 人504 鍾駿楠
2410,3834,大學國文(二),(三)06-07 人402 鄭慧如
2411,3835,大學國文(二),(三)06-07 人203 王正良
2412,3836,大學國文(二),(三)06-07 資電B08 馬偉成
2413,3837,大學國文(二),(三)06-07 資電515 楊淑瓊
2414,3838,大學國文(二),(三)06-07 人706 鍾駿楠
2415,3839,大學國文(二),(三)06-07 人707 魏猷恩
2416,3840,大學國文(二),(三)08-09 資電515 王惠鈴
2417,3841,大學國文(二),(三)08-09 人707 陳憲中
2418,3842,大學國文(二),(三)08-09 人503 鍾駿楠
2419,3843,大學國文(二),(三)08-09 人505 錢唯真
2420,3844,大學國文(二),(三)08-09 人703 陳兆南
2421,3992,經濟學(二)實習,"(三)06     忠310 (三)06     理404 (三)07     忠310 (三)07     理404 楊惠琪,陳祐昇"
2422,3993,經濟學(二)實習,"(三)06     忠204 (三)06     忠210 (三)07     忠204 (三)07     忠210 賴鐘惠,王苾芸"
2423,4005,經濟學(二)實習,"(三)03     語402 (三)03     語403 (三)04     語402 (三)04     語403 楊惠琪,王苾芸"
2424,4006,經濟學(二)實習,"(三)03     語401 (三)03     語405 (三)04     語401 (三)04     語405 賴鐘惠,陳祐昇"
2425,4010,管理學,(三)06-08 商401 曾子耘
2426,4011,管理學,(三)06-08 忠B02多功能教室 鄭孟育
2427,4012,管理學,(三)06-08 商311 曾欽正
2428,4016,管理學,(三)07-09 商409 羅芳怡
2429,4030,公民參與,(三)03     人501 熊昔麒
2430,4031,公民參與,(三)04     人406 熊昔麒
2431,4032,公民參與,(三)03     人503 王建雄
2432,4033,公民參與,(三)04     人701 王建雄
2433,4034,公民參與,(三)06     人505 張珮慈
2434,4035,公民參與,(三)07     人406 張珮慈
2435,4036,公民參與,(三)06     人704 何景榮
2436,4037,公民參與,(三)07     人601 何景榮
2437,4038,公民參與,(三)08     人606 張珮慈
2438,4039,公民參與,(三)09     人506 張珮慈
2439,4040,公民參與,(三)08     人401 熊昔麒
2440,4041,公民參與,(三)09     人406 熊昔麒
2441,4065,多元文化,(三)03     人504 呂慎華
2442,4066,多元文化,(三)04     人504 呂慎華
2443,4067,多元文化,(三)03     人706 張志相
2444,4068,多元文化,(三)04     人706 張志相
2445,4069,多元文化,(三)06     人506 呂慎華
2446,4070,多元文化,(三)07     人506 呂慎華
2447,4071,多元文化,(三)06     語303 陳玉苹
2448,4072,多元文化,(三)07     語303 陳玉苹
2449,4073,多元文化,(三)08     人704 呂慎華
2450,4074,多元文化,(三)09     人704 呂慎華
2451,4075,多元文化,(三)08     語303 陳玉苹
2452,4076,多元文化,(三)09     語303 陳玉苹
2453,4101,社會實踐,(三)04     人501 魏少君
2454,4102,社會實踐,(三)03     人406 魏少君
2455,4103,社會實踐,(三)04     人503 陳炯志
2456,4104,社會實踐,(三)03     人701 陳炯志
2457,4105,社會實踐,(三)07     人505 魏少君
2458,4106,社會實踐,(三)06     人406 魏少君
2459,4107,社會實踐,(三)07     人704 陳迪暉
2460,4108,社會實踐,(三)06     人601 陳迪暉
2461,4109,社會實踐,(三)09     人606 王建雄
2462,4110,社會實踐,(三)08     人506 王建雄
2463,4111,社會實踐,(三)09     人401 陳迪暉
2464,4112,社會實踐,(三)08     人406 陳迪暉
2465,4136,創意思考,(三)04     人B119A 鄧鈞文
2466,4137,創意思考,(三)03     人B119A 鄧鈞文
2467,4138,創意思考,(三)04     人202 林文謙
2468,4139,創意思考,(三)03     人202 林文謙
2469,4140,創意思考,(三)07     人B119A 陳香延
2470,4141,創意思考,(三)06     人B119A 陳香延
2471,4142,創意思考,(三)07     人202 王建雄
2472,4143,創意思考,(三)06     人202 王建雄
2473,4144,創意思考,(三)09     人203 陳香延
2474,4145,創意思考,(三)08     人203 陳香延
2475,4146,創意思考,(三)09     人202 萬尹亮
2476,4147,創意思考,(三)08     人202 萬尹亮
2477,4267,全民國防,"(三)03-04 行政二館205(視聽室) 李建勲,洪靜茹"
2478,4269,防衛動員,"(三)01-02 行政二館105-電腦實室 劉申元,陳謙貴"
2479,2968,班級活動,"(四)02     人203 王柏婷,王惠鈴"
2480,2975,經濟學(二)實習,(四)08     人608
2481,2982,實用營養學,(四)06-07 人B116A (六)03-04 男舍B03 彭瑞芝
2482,1253,計算機程式－VB,(四)01     行政二館105-電腦實室 (四)02     忠204 李維平
2483,1256,普通物理(二),(四)06-07 語302 林菲
2484,1264,計算機程式－VB,(四)06     工303 (四)07     工319(電腦實習室) 李維平
2485,1275,電腦輔助工程繪圖(二),(四)03-04 行政二館104-電腦實室 陳佑全
2486,1279,織品製程實習(二),"(四)08-09 工303 樓靜文,林佳弘"
2487,1284,電腦輔助工程繪圖(二),(四)01-02 行政二館104-電腦實室 陳佑全
2488,1288,織品製程實習(二),(四)06-07 工305 林佳弘
2489,1295,材料力學(二),(四)01-02 語104 蔡昆恊
2490,1298,複合材料實習(一),(四)08-09 工305 邱長塤
2491,1301,纖維整理製程(一),(四)03-04 語104 黃建霖
2492,1303,材料力學(二),(四)06-07 語402 蔡昆恊
2493,1304,高分子物理,(四)02     工303 (五)03-04 工303 黃建霖
2494,1316,綠色能源材料概論,(四)08-10 工302 陳協志
2495,1333,有機生醫材料,(四)11-13 商107 柯錦和
2496,1338,織物整理工程學特論,"(四)02-04 工410 樓靜文,林佳弘"
2497,1339,纖維化學特論,(四)07-09 工410 陳致光
2498,1140,工程圖學(二),(四)08-10 工319(電腦實習室) 劉明山
2499,1141,微積分(二)實習,(四)06-07 忠210 魏家茂
2500,1148,微積分(二)實習,(四)06-07 忠209 張家豪
2501,1155,微積分(二)實習,(四)06-07 語201 施素貞
2502,1159,工程數學(二),(四)02-04 科航202 劉育成
2503,1163,計算機程式,(四)08-10 科航504 楊世宏
2504,1174,電工學,(四)08-10 忠207 鄧錦坤
2505,1182,材料力學(二),(四)08-10 工416 林孟儒
2506,1186,熱力學(二),(四)02-04 忠207 王啟昌
2507,1188,班級活動,(四)06     語104 朱智義
2508,1194,機械工程實驗(二),(四)08-10 語307 林源堂
2509,1212,陶瓷材料學,(四)02-04 語202 劉顯光
2510,1216,電腦輔助機械設計-ANSYS,(四)02-04 工209 尹清岩
2511,1217,電腦輔助設計,(四)11-12 工209 蔡文卿
2512,1221,鑄造學與CAE應用,(四)02-04 工416 楊榮顯
2513,1195,班級活動,(四)06     忠206 楊世宏
2514,1201,機械工程實驗(二),(四)08-10 忠206 成銘德
2515,1202,班級活動,(四)06     人407 鄧錦坤
2516,1208,機械工程實驗(二),(四)08-10 人407 王啟昌
2517,1239,振動力學,(四)11-13 工204 黃敏男
2518,1243,類神經網路,(四)06-08 工204 蕭肇殷
2519,1244,高等製造分析,(四)02-04 工204 洪榮洲
2520,1363,工程統計(二)實習,(四)01     工305
2521,1372,可靠度工程,(四)11-13 科航203 蔣安國
2522,1373,全球運籌管理,(四)06-08 語203 莊文傑
2523,1374,自動生產系統,(四)06-08 語202 盧銘勳
2524,1369,工程統計(二)實習,(四)04     工305
2525,1377,人因工程實驗,(四)06-07 工504
2526,1378,人因工程,(四)02-04 工504 唐國豪
2527,1398,資料庫系統設計實務,(四)02-04 工316 洪明傳
2528,1400,科技投資分析,(四)06-08 工509 郭修暐
2529,1504,普通物理(二),(四)06-07 學415 洪耀正
2530,1510,套裝軟體,(四)01-02 工319(電腦實習室) 袁維勵
2531,1512,普通化學實驗(二),(四)06-07 工302 (四)08     工202(化學實驗室) 曾怡享
2532,1529,尖端材料概論,(四)11-12 忠305 陳忠吾
2533,1525,有機化學實驗(二),(四)06-07 工416 (四)08     工401 林屏杰
2534,1534,專題研究與實作(一),"(四)04     學105 陳志賢,曾怡享"
2535,1545,高分子電子材料,(四)06-08 學519 林永森
2536,1540,專題研究與實作(一),"(四)03     學519 陳志賢,曾怡享"
2537,1551,奈米材料模擬,(四)03-04 工319(電腦實習室) 袁維勵
2538,1549,單元操作實驗(二),(四)06-08 工418 詹志潔
2539,1562,掃針顯微術原理與實務,(四)07-09 學705 袁維勵
2540,1565,異相表面化學及分析,(四)01-03 學514 張振昌
2541,1568,再生能源技術特論,(四)11-13 學705 吳耿東
2542,1781,機械畫,(四)06-07 資電B29(電腦實習室) 黃柏文
2543,1786,普通物理-電、磁、光,(四)08-09 理401 蔡雅芝
2544,1787,微積分(二)實習,(四)06-07 科航205 陳珮綺
2545,1795,航太英文,(四)08-09 科航206 鄭仙志
2546,1802,航太英文,(四)03-04 科航204 鄭仙志
2547,1810,班級活動,(四)05     科航204 宋齊有
2548,1817,噴射推進,(四)09-10 科航204 謝宗翰
2549,1825,噴射推進,(四)06-07 科航201 謝宗翰
2550,1832,航太專案管理與整合,(四)02-04 科航206 祝飛鴻
2551,1830,班級活動,(四)05     科航202 賴盈誌
2552,1843,微尺度熱流學,(四)06-08 科航405 宋齊有
2553,1846,高等系統工程特論,(四)11-13 科航505 馬萬鈞
2554,2765,能源與環境之政策分析,(四)02-04 理303 孔祥琜
2555,1950,微積分(二),(四)02     語101 (五)03-04 語301 張其棟
2556,1951,計算機程式語言,(四)06-07 忠611(電腦實習室) 蔡鈺鼎
2557,1955,電腦輔助設計製圖,(四)11-13 工319(電腦實習室) 郭宏賓
2558,1960,精密傳動系統,(四)06-08 語205 徐瑞宏
2559,1963,精密數控加工,(四)11-13 科航205 夏恆泰
2560,1968,電腦輔助設計,"(四)07-09 資電B13 陳伯佳,戴國政"
2561,1980,工業4.0智慧製造技術,"(四)11-13 人B119A 戴國政,袁長安,吳美芳"
2562,0058,租稅法,(四)06-08 商104 鄭竹君
2563,0059,統計學(二),(四)02-04 商106 高秀蘭
2564,0062,中級會計學(二),(四)01-04 人B119A 康淑珍
2565,0066,成本與管理會計(二)實習,(四)06-07 語204
2566,0075,成本與管理會計(二)實習,(四)01-02 商204
2567,0078,統計學(二)實習,(四)06-07 商205 王怡晴
2568,0082,高等會計學(二),(四)02-04 商405 黃馨儀
2569,0092,財務管理,(四)08-10 商106 廖東亮
2570,0094,審計學(一),(四)02-04 商404 施念恕
2571,0098,財務管理實習,(四)06     商102 項鼎綸
2572,0099,財務管理,(四)07-09 商408 王漢民
2573,0113,管理資訊系統,(四)02-04 商301(電腦實習室) 吳東憲
2574,0118,國際會計研討,(四)07-09 商1107 康淑珍
2575,2394,管理與統計,(四)06-08 商201 陳建文
2576,2391,會計學(二)實習,(四)09-10 商303
2577,2395,班級活動,(四)06-07 商202 黃誠甫
2578,2399,統計學(二)實習,(四)08-09 商202 王怡晴
2579,2400,管理科學,(四)02-04 商302 黃誠甫
2580,2415,管理心理學,(四)11-13 商102 何雅利
2581,2402,班級活動,(四)06-07 語307 黃文柔
2582,2404,組織行為,(四)02-04 商401 黃文柔
2583,2408,管理科學實習,(四)01     商401
2584,2418,班級活動,(四)06-07 商206 張寶蓉
2585,2431,投資組合管理,(四)08-10 商206 蕭國鐘
2586,2432,投資學,(四)08-10 商208 滿肇怡
2587,2437,產業與競爭分析,(四)11-13 商404 賴泳龍
2588,4350,行銷企劃實務,(四)02-04 資電B03 張寶蓉
