,scr_selcode,sub_name,scr_period
1873,0598,專業外語,(三)06-07 人501 謝怡帆
1874,0605,期貨與選擇權,(三)02-04 商304 陳瓊怜
1875,0606,計量經濟學(一),(三)07-09 商911 郭祐誠
1876,0610,產業經濟專題研究,(三)02-04 商907 胡士文
1877,0613,個體經濟理論(三),(三)02-04 商911 陳依依
1878,4279,全民國防教育軍事訓練(二),"(三)08-09 男舍B03 黃吉益,謝雪汶"
1879,0465,統計學(二),(三)06-08 商405 林文欽
1880,0468,社會資本,(三)11-13 商107 汪浩
1881,0471,非營利與合作事業綜合研究(一),(三)02-04 語206 吳肇展
1882,0476,服務業管理,(三)07-09 科航202 江宜芳
1883,0481,公司財務,(三)02-04 資電B08 易天文
1884,0485,人力資源管理,(三)02-04 商804B 林瑞發
1885,0486,合作經濟理論,"(三)07-09 商907 李桂秋,吳肇展"
1886,0767,行銷印象與形式展現,(三)06-08 科航B102 凱達西
1887,0768,影像創作與視覺行銷,(三)02-04 紀103 廖光輝
1888,0769,資訊網路,(三)09-10 資電234 張貴忠
1889,0770,班級活動,(三)09-10 商104 王郁彬
1890,0771,品牌與時尚學,(三)02-04 科航B102 簡士超
1891,0775,班級活動,(三)09-10 商204 丁美靜
1892,0789,消費者行為,(三)02-04 商305 李元恕
1893,0796,日本企業美文化與行銷,(三)06-08 人407 黃煇慶
1894,0804,策略行銷管理,(三)02-04 商409 丁美靜
1895,0634,總體經濟學,(三)11-13 商202 陳善瑜
1896,0640,總體經濟學,(三)11-13 商106 李文傳
1897,0646,投資學,(三)11-13 商203 劉文榮
1898,0649,班級活動,(三)14     商208 鄭孟育
1899,0652,策略管理,(三)11-13 商208 鄭孟育
1900,0655,金融市場,(三)11-13 商302 吳仰哲
1901,0665,企業倫理與社會責任,(三)11-13 商207 江宜芳
1902,0672,公司治理專題研究,(三)09-10 商712 林問一
1903,0674,國際企業專題研究,(三)11-12 商712 林俊宏
1904,0675,證券交易法專題研究,(三)07-08 商712 廖崇宏
1905,0691,金融商品與交易制度,(三)02-04 商712 林問一
1906,0722,科技分析與專利佈局,(三)06-08 商503 仇介民
1907,0726,質性研究與個案寫作,(三)02-04 商501 顏上詠
1908,0727,科技行銷,(三)02-04 商527 許瓊文
1909,0731,產業電子化,(三)06-08 商527 賴文祥
1910,0740,班級活動,"(三)05     商107 吳文臨,徐瑞玲"
1911,0748,產品設計與定價策略,(三)06-08 商107 丁美靜
1912,0749,資訊管理,(三)02-04 語205 黃禮林
1913,0742,班級活動,"(三)05     商102 夏彼得,董正玫"
1914,0832,班級活動,(三)14     商401 曾子耘
1915,0838,管理學,(三)11-13 商401 曾子耘
1916,0841,會計學(二),(三)11-13 商204 楊佩玲
1917,0842,會計學(二)實習,(三)14     商204
1918,2632,微積分(二)實習,(三)06-07 學515 魏家茂
1919,2646,經濟學(二),(三)08-10 理413 徐繼達
1920,2641,微積分(二)實習,(三)06-07 理409 陳珮綺
1921,2649,高等微積分(二)實習,(三)08-09 理313 張家豪
1922,2656,高等微積分(二)實習,(三)08-09 理401 李承璋
1923,2678,班級活動,(三)05     理313 曾勵新
1924,2685,數學與金融企業實務,(三)06-07 語103 蕭建宏
1925,2686,模擬專題,(三)02-04 理205 魏秀娟
1926,2679,班級活動,(三)05     理402 李英豪
1927,2687,專題討論(二),(三)08-09 理412B 陳宏賓
1928,2689,高等代數,(三)02-04 理412B 林姿均
1929,2698,微積分(二),(三)01-02 理402 (四)06-07 理413 黃同瑤
1930,4296,全民國防教育軍事訓練(二),"(三)03-04 忠307 周吳龍,廖志明"
1931,2704,普通化學實驗,(三)07-08 工302 (三)09     工202(化學實驗室) 翁于晴
1932,2706,微積分(二),(三)01-02 語207 (四)06-07 理313 曾勵新
1933,2713,工程數學(二)實習,(三)11-12 理402 馮秋霞
1934,2725,有機化學,(三)06-08 理407 黃克峰
1935,2727,風險評估,(三)02-04 學105 張立德
1936,2719,工程數學(二)實習,"(三)11-12 理413 ,馮秋霞"
1937,2730,生態學,(三)06     學519 (四)01-02 學319 童翔新
1938,2731,污水工程,"(三)07-09 忠B03 陳建隆,黃東池"
1939,2733,微生物學實驗,(三)02-04 理106 梁志銘
1940,2737,生態學,(三)01     理413 (四)03-04 學319 童翔新
1941,2739,空氣污染學,(三)02-04 理413 梁正中
1942,2752,廢棄物資源化技術概論,(三)02-04 語305 陳志成
1943,2755,環境規劃與管理,(三)08-09 學319 李澤民
1944,2760,熱處理原理與污染控制,(三)06-08 理303 陳志成
1945,2761,環境保育與資源永續,(三)02-04 理303 王唯匡
1946,2770,班級活動,"(三)09-10 學103 陳錦山,張育誠"
1947,2774,普通化學(二),(三)06-08 學103 張育誠
1948,2779,微積分(二),(三)03-04 學103 (四)06-07 學103 魏傳昇
1949,4297,全民國防教育軍事訓練(二),"(三)01-02 忠B08 賴金燕,賴昆厚"
1950,2780,班級活動,"(三)09-10 學415 孫道中,李立鼎"
1951,2784,普通化學(二),(三)08     學415 (四)03-04 學515 李立鼎
1952,2786,普通物理(二),(三)06-07 學415 (五)01-02 學515 江俊明
1953,2789,微積分(二),(三)03-04 學415 (四)06-07 學319 唐永立
1954,2791,班級活動,(三)09-10 學105 蔡健益
1955,2796,物理冶金學實習(二),(三)08     學105
1956,2797,物理冶金學(二),(三)02     學104 (四)03-04 學101 張育誠
1957,2806,高分子材料學,(三)07     學105 (四)08-09 學415 李立鼎
1958,2798,班級活動,(三)09-10 學515 林巧奇
1959,2803,物理冶金學實習(二),(三)08     學515
1960,2807,班級活動,(三)09-10 學102 王致傑
1961,2808,專題實作(二),"(三)03     學219(第九國會廳) (三)04     學101 駱榮富,孫道中,陳錦毅,柯澤豪,蔡健益,李立鼎,邱國峰,張育誠,林昆明,洪緯璿,陳錦山,何主亮,王致傑,梁辰睿,林巧奇"
1962,2820,微電子製造技術,(三)08     學101 (四)06-07 學102 蔡健益
1963,2810,班級活動,(三)09-10 學101 何主亮
1964,2811,專題實作(二),"(三)03     學101 (三)04     學219(第九國會廳) 駱榮富,孫道中,陳錦毅,柯澤豪,蔡健益,李立鼎,邱國峰,張育誠,林昆明,洪緯璿,陳錦山,何主亮,王致傑,梁辰睿,林巧奇"
1965,2822,班級活動,(三)09-10 學219(第九國會廳) 陳錦毅
1966,2828,儲能材料及元件,(三)06-08 學102 王致傑
1967,2834,微電子構裝及可靠度分析,(三)07-09 學209 陳慶宗
1968,2903,普通物理實驗(二),(三)08-10 科航103(物實驗室三) 江俊明
1969,4301,全民國防教育軍事訓練(二),"(三)01-02 行政二館205(視聽室) 徐士賢,林憶穎"
1970,2909,基礎光電工程數學,(三)03-04 學515 李賜福
1971,2917,工程數學(二),(三)04     學319 (四)03-04 理413 羅仕守
1972,2918,光學(一),(三)03     學319 (五)03-04 學104 吳正文
1973,2921,應用電子學(二),(三)07-09 學104 羅道正
1974,2930,分子光譜模擬與分析,(三)11-13 理211 李英德
1975,2927,電磁學(二),(三)06     學105 (四)07-08 學515 李英德
1976,2935,光學實驗(二),(三)07-09 理B04 劉榮平
1977,2946,光學鍍膜概論,"(三)02-04 學102 唐謙仁,李正中"
1978,2956,雷射加工原理與應用,(三)07-09 學519 林碩泰
1979,2960,偏極光學,(三)02-04 理101 葉建宏
1980,2845,班級活動,"(三)06-07 人604 張瑞芬,廖崇斐"
1981,2856,語言學概論,(三)03-04 人603 李綉玲
1982,4314,文字學(二),(三)08-09 語201 李綉玲
1983,2857,班級活動,(三)06-07 人405 朱文光
1984,2862,簡報設計理論與實務,(三)03-04 資電B13 余風
1985,2867,現代小說及習作,(三)08-09 人405 張瑞芬
1986,2871,班級活動,(三)06-07 人403 林韻柔
1987,2882,唐代石刻文獻,(三)08-09 人403 林韻柔
1988,2883,班級活動,(三)06-07 人603 余風
1989,2889,文學理論與批評研究,(三)07-08 人904 林聰明
1990,2896,唐代吐魯番文獻專題,(三)03-04 人904 林聰明
1991,4357,五術文化專題,(三)11-13 人901 朱文光
1992,2036,英語聽講練習,(三)03-04 資電515 王大維
1993,2050,英文(二),(三)02-04 人604 彭芳美
1994,2075,英語演說,(三)03-04 人606 唐西恩
1995,2083,英文成語與修辭策略,(三)08-09 人404 何文敬
1996,2084,英語教學教法,(三)01-02 人406 劉顯親
1997,2086,班級活動,(三)01-02 人401 鄭如玉
1998,2092,口譯概論,(三)08-09 人608 劉子瑄
1999,2110,西洋文化史,(三)06-07 人507 姜葳
2000,2113,畢業公演：名劇導讀與劇場實務,(三)03-04 人B118A 鄭如玉
2001,2093,班級活動,(三)01-02 人506 蔡明秀
2002,2095,英文作文(六),(三)08-09 人702 闕帝丰
2003,2096,英文作文(六),(三)08-09 資電B13 林羨峯
2004,2117,班級活動,(三)08-09 人501 王柏婷
2005,2128,商用英語會話,(三)03-04 人506 林羨峯
2006,2129,實用日語,(三)03-04 人704 郭毓芳
2007,2118,班級活動,(三)08-09 人604 沈薇薇
2008,4343,中英會展口譯,(三)01-02 人606 王大維
2009,2132,批判與創意思考融入文學教學,(三)11-13 人804 莊坤良
2010,2133,跨文化溝通,(三)02-04 人1108 闕帝丰
2011,2146,19-20世紀東西方藝術的交流,(三)06-08 人910 余瓊宜
2012,2156,公共組織經營與管理,(三)11-13 人802 王謙
2013,1419,微積分(二),(三)03-04 忠205 (五)04     人507 陳宏賓
2014,1420,邏輯設計,(三)01-02 忠205 (五)03     人507 陳啟鏘
2015,1427,普通物理-電、磁、光實驗,(三)02-04 科航103(物實驗室三) 馬仕信
2016,1430,邏輯設計,(三)06-07 人701 (五)04     資電402 陳啟鏘
2017,1439,微積分(二),(三)06     理413 (四)06-07 資電402 方瓊菀
2018,4290,全民國防教育軍事訓練(二),"(三)01-02 學219(第九國會廳) 王金輝,余君青"
2019,1456,計算機演算法,(三)08     資電403 (四)06-07 資電403 黃秀芬
2020,1460,計算機演算法,(三)06-07 資電403 (四)08     資電403 黃秀芬
2021,1463,計算機結構學,(三)04     人403 (四)06-07 資電504 張貴忠
2022,1467,計算機結構學,(三)03     資電B03 (五)03-04 資電B03 張貴忠
2023,1482,型樣識別,(三)02-04 資電311 黃奕欽
2024,2171,物件導向設計,(三)08     資電404 (四)01-02 資電B22(視聽室) 陳錫民
2025,2172,物件導向設計實習,(三)09-10 紀207(電腦實習室) 陳錫民
2026,2175,系統分析與設計,(三)06-07 資電404 (四)03     資電B22(視聽室) 陳華總
2027,2201,電子商務安全,(三)11-13 資電404 王銘宏
2028,2242,系統安全,(三)02     忠B03 (四)01-02 忠307 洪維志
2029,1583,電路學(一),(三)02     資電403 (四)03-04 資電403 李景松
2030,1585,微積分(二),(三)01     資電403 (五)01-02 資電504 林宗志
2031,4291,全民國防教育軍事訓練(二),"(三)03-04 忠B08 黃吉益,謝雪汶"
2032,1593,電路學(一),(三)08-09 忠304 (四)10     忠304 吳鴻璋
2033,1595,微積分(二),(三)01     資電104 (四)08-09 學101 魏傳昇
2034,1602,電磁學(一),(三)03-04 商309 (四)04     商311 王啟林
2035,1607,電磁學(一),(三)03-04 忠304 (四)04     語407 施仁斌
2036,1616,化合物半導體,(三)07-09 電通306 李景松
2037,1620,高等類比積體電路設計,(三)02-04 電通306 許恒壽
2038,2185,微處理機系統,(三)07     忠304 (四)06-07 語407 吳鴻璋
2039,2187,微處理機系統實習,(三)11-13 資電330 吳鴻璋
2040,2229,信號與系統,(三)02-04 資電104 林宗志
2041,2230,電子電路學,(三)08-09 資電410 (四)07     商402 許恒壽
2042,2254,元件可靠度概論,(三)02-04 人703 林成利
2043,2259,感測元件,(三)08-10 資電511 楊水源
2044,1651,微積分(二),(三)07     語305 (四)01-02 語305 楊基源
2045,1653,邏輯設計實習,(三)01-03 資電502 黃定彝
2046,1657,計算機概論實習(二),(三)11-12 資電125(電腦實習室) 鄭進興
2047,1662,邏輯設計,(三)04     資電402 (四)01-02 人503 蘇恆毅
2048,1663,邏輯設計實習,(三)01-03 資電401 蘇恆毅
2049,1670,微處理機系統實習,(三)01-03 資電330 何子儀
2050,1677,微處理機系統實習,(三)08-10 資電330 何子儀
2051,1698,高等電磁理論(二),(三)02-03 資電331 (三)06     資電331 柏小松
2052,1704,高等電磁專題,"(三)07-09 資電318 黃定彝,張家宏"
2053,2209,電力電子,(三)06-07 資電B07 (四)07     人407 黃昌圳
2054,2213,電磁干擾概論,(三)03-04 忠305 (四)06     忠B08 曹嶸
2055,2244,工業配電,(三)11-13 資電103 徐士賢
2056,1710,計算機概論實習(二),(三)01-02 資電B29(電腦實習室) 許煜亮
2057,1711,普通物理-電、磁、光實驗,(三)08-10 科航102(物實驗室二) 葉建宏
2058,1721,普通物理-電、磁、光實驗,(三)08-10 科航101(物實驗室一) 楊嘉會
2059,1743,專業外語,(三)01-02 語304 邱幸珍
2060,1745,線性控制系統(二),(三)03-04 語304 (五)01     語304 洪三山
2061,1751,專業外語,(三)01-02 科航206 陳彥京
2062,1753,線性控制系統(二),(三)03-04 科航206 (五)01     科航202 陳孝武
2063,1762,系統建模與動態分析,(三)06-08 資電518 謝哲光
2064,1764,最佳化理論,(三)02-04 資電418 林賢龍
2065,1765,最佳控制,(三)11-13 資電410 林昱成
2066,2193,量度工程,(三)11-13 資電402 許煜亮
2067,2220,生醫信號處理,"(三)10-12 資電B29(電腦實習室) 劉益瑞,郭至恩"
2068,2237,機械人工學,(三)08-09 資電108 (四)07     資電108 吳穎強
2069,2262,自動光學檢測,(三)11-13 商301(電腦實習室) 林宸生
2070,2263,非線性控制系統,(三)07     資電108 (四)08-09 資電108 吳穎強
2071,2266,最佳化理論,(三)02-04 資電418 林賢龍
2072,2219,高頻及微波電路實習,(三)06-08 電通401 尤正祺
2073,2239,嵌入式系統設計,(三)03-04 資電125(電腦實習室) (四)02     資電248 袁世一
2074,2270,計算機概論實習(二),(三)06-07 資電B19(電腦實習室) 楊豐瑞
2075,2276,邏輯設計實習,(三)08-10 資電502 楊豐瑞
2076,4294,全民國防教育軍事訓練(二),"(三)03-04 紀204(第一國會廳) 陳謙貴,劉申元"
2077,2279,計算機概論(二),(三)01-02 資電103 (四)01     資電306 袁世一
2078,2280,計算機概論實習(二),(三)09-10 資電B19(電腦實習室) 袁世一
2079,2283,微積分(二)實習,(三)06-07 語202 張家豪
2080,2299,電子學實驗(二),(三)11-13 資電501A 辛紹志
2081,2301,微處理機系統,(三)06-08 資電248 鄒耀東
2082,2306,數位通訊系統,(三)01-02 資電102 (四)01     資電102 廖和恩
2083,2314,網路程式設計,(三)06-08 資電107 賴坤助
2084,2324,科技英文,(三)06-08 電通503 林維崙
2085,2328,電磁相容技術,(三)06-08 電通218 林漢年
2086,2330,微波主動電路設計,(三)02-04 電通503 尤正祺
2087,2347,計算機概論實習(二),(三)06-07 資電125(電腦實習室) 蘇宗安
2088,2353,邏輯設計實習,(三)08-10 資電401 林育德
2089,2379,資訊保密與安全,(三)11-13 資電311 李榮三
2090,0948,工程圖學(二),(三)08-09 土302(電腦實習室) 林威延
2091,0956,工程圖學(二),(三)06-07 土302(電腦實習室) 林威延
2092,0969,流體力學,(三)02-04 忠310 廖清標
2093,0979,住宅健診,(三)07-09 土B03 張智元
2094,0972,工程數學(二),(三)02-04 土403 紀昭銘
2095,0982,工程地質,(三)03-04 建301 陳廣祥
2096,0997,鋼結構設計,(三)07-09 忠203 王起平
2097,0998,中等基礎工程,(三)11-13 土B03 陳廣祥
2098,0988,營建管理,(三)02-04 土402A 林保宏
2099,1003,公路設計,(三)02-04 土B10 楊松隆
2100,1006,預力混凝土橋樑設計,(三)07-09 土403 張志超
2101,1011,研究方法論,(三)02-04 土515 林正紋
2102,1013,統計平差,(三)03-04 土514 陳清標
2103,1014,營建再生材料,(三)08-10 土515 蘇人煇
2104,1019,施工規劃與管理,(三)11-13 土515 黃文光
2105,1023,運輸工程規劃,(三)11-13 土501 吳新竹
2106,1028,微積分(二)實習,(三)01-02 語403
2107,1040,土壤力學,(三)09-10 土402A 蔡崇興
2108,1044,集水區經營,"(三)06-08 土509 葉昭憲,吳俊鋐"
2109,1050,測量學(二),(三)03-04 土509 王傳益
2110,1069,波浪力學,(三)08-10 語103 林朝福
2111,1070,河工與防洪,(三)02-04 土B03 陳昶憲
2112,1073,基礎工程,(三)06-07 土402A 蔡崇興
2113,1079,水處理工程與設計,"(三)02-04 語201 賴奇厚,林秋裕"
2114,1083,氣候變遷與水文,(三)02-04 土501 陳憲宗
2115,1090,海外教學與見習(一),(三)12-14 土309(流力實驗室) 許少華
2116,2465,統計學(二)實習,(三)10     忠210
2117,2469,微積分(二),(三)06-07 理401 陳子建
2118,2473,車輛碰撞學實習,(三)05     紀209A
2119,2478,經濟學實習,(三)10     忠309
2120,2487,空運規劃與管理,(三)06-08 紀209B 陳方元
2121,2491,視窗程式實習,(三)05     工319(電腦實習室)
2122,2502,地理資訊系統,(三)09-10 行政二館105-電腦實室 陳朝輝
2123,2493,大眾運輸系統學,(三)06-08 紀409 李克聰
2124,2497,物流規劃與管理,(三)02-04 紀409 林繼昌
2125,2500,視窗程式實習,(三)05     忠611(電腦實習室)
2126,2506,班級活動,(三)09-10 紀209B 葉昭甫
2127,2525,市區道路工程規劃設計,(三)02-04 紀105 葉昭甫
2128,2515,班級活動,(三)09-10 紀409 楊宗璟
2129,2532,班級活動,(三)09-10 紀110 曾柏興
2130,2533,班級活動,(三)09-10 紀104 吳沛儒
2131,2540,海運業經營與管理,(三)06-08 紀412 曾柏興
2132,1640,土地使用計畫與管制專論,(三)11-13 忠418 劉曜華
2133,1870,班級活動,"(三)05     忠203 莊永忠,徐逸祥"
2134,1872,統計學,(三)06-08 忠308 周宜強
2135,1877,班級活動,(三)05     忠209 高豫麒
2136,1880,都市計畫與空間資訊實習(三),"(三)06-09 忠402 高豫麒,邱景升,曾元煌"
2137,1885,都市防災規劃,(三)02-04 忠209 雷祖強
2138,1886,班級活動,(三)05     忠309 邱景升
2139,1889,國土及區域計畫,(三)02-04 忠309 邱景升
2140,1893,數位影像處理,(三)06-08 紀401 李瑞陽
2141,1894,班級活動,(三)05     忠208 周天穎
2142,1896,班級活動,"(三)05     忠308 謝政穎,高孟定"
2143,1898,空間資訊概論,(三)01-02 土302(電腦實習室) 莊永忠
2144,1903,市政學,(三)08-10 忠205 劉曜華
2145,1905,班級活動,(三)05     忠207 劉立偉
2146,1911,城鄉風貌設計與模擬,(三)08-10 忠611(電腦實習室) 楊斯閔
2147,1912,班級活動,(三)05     忠210 王大立
2148,1914,國土及區域計畫,(三)02-04 忠207 謝政穎
2149,1917,都市經濟學,(三)06-08 忠211 王大立
2150,1921,班級活動,(三)05     忠310 賴美蓉
2151,1924,都市更新,(三)07-09 忠303 賴美蓉
2152,4284,全民國防教育軍事訓練(二),"(三)01-02 紀204(第一國會廳) 賴昆厚,李建勲"
2153,2555,民法(二),(三)06-07 紀209A (四)04     建306 辛年豐
2154,2556,經濟學,(三)08-10 紀209A 鍾懿萍
2155,2557,經濟學實習,(三)11     紀108
2156,2581,校外實習導論,(三)10     科航B102 張梅英
2157,2582,測量平差,(三)06-07 紀111 洪本善
2158,2583,測量平差實習,(三)08-09 紀111 洪本善
2159,2575,區域與都市計劃,(三)02-04 紀209B 何彥陞
2160,2587,土地法(二),(三)03-04 紀209A 王珍玲
2161,2590,研究方法,(三)01-02 紀209A 楊賀雯
2162,2598,不動產企劃與行銷,(三)08-10 紀105 蘇維祺
2163,2601,景觀設計,(三)06-07 紀105 林宗賢
2164,2596,研究方法,(三)03-04 紀104 楊賀雯
2165,2607,公產管理,(三)06-07 紀103 鍾懿萍
2166,2608,強制執行法,(三)10-11 科航201 顏世傑
2167,2616,自然環境與景觀管理,(三)02-04 紀108 林宗賢
2168,1857,都市交通管理特論,"(三)02-04 紀405A 黃青雲,林良泰"
2169,0888,休閒產業管理專論,(三)07-09 紀406B 楊文燦
2170,0889,城鄉規劃與景觀風貌營造,"(三)02-04 紀406B 劉立偉,張集毓"
2171,0896,景觀與遊憩政策與法規,(三)11-13 紀406B 黃智彥
2172,0899,工程圖學,(三)13-14 土302(電腦實習室) 陳協良
2173,0904,營建工程與管理概論,"(三)11-12 土B10 林威延,黃亦敏"
2174,0908,工程經濟,(三)11-12 忠209 謝一郎
2175,0914,民法概要,(三)13-14 忠209 辛年豐
2176,0918,專業外語,(三)11-12 忠308 劉子瑄
2177,0924,建築物安全監測與維護,"(三)11-12 忠501 方耀民,李秉乾"
2178,0937,不動產估價實務,"(三)11-13 人203 張梅英,楊祥銘"
2179,0939,城鄉發展與觀光遊憩整合規劃,"(三)11-13 人B120A 劉立偉,楊文燦,徐逸祥"
2180,0228,財金概論,(三)07     商206 楊明晶
2181,0230,會計學(二)實習,(三)08-09 科航206 張巧旻
2182,4271,全民國防教育軍事訓練(二),"(三)03-04 資電B22(視聽室) 謝雪汶,黃吉益"
2183,0236,財金概論,(三)08     語305 陳麗君
2184,0239,微積分(二)實習,(三)01-02 語402
2185,0245,會計學(二),(三)06-08 商205 吳東憲
2186,0251,保險學,(三)02-04 商204 李君屏
2187,0255,統計學(二),(三)06-08 商104 林麗芬
2188,0274,中級會計學(二),(三)11-13 商405 康淑珍
2189,0262,貨幣銀行學,(三)02-04 語404 陳清和
2190,0268,財務管理(二)實習,(三)01     語105
2191,0269,財務管理(二),(三)02-04 語105 王韻怡
2192,0279,金融倫理,(三)02-04 商202 王佳真
2193,0283,期貨與選擇權,(三)08-10 商206 楊明晶
2194,0286,金融機構經營與管理,(三)06-08 建306 謝依婷
2195,0287,計量經濟學,(三)02-04 建306 廖東亮
2196,0293,計量經濟學,(三)06-08 紀207(電腦實習室) 江耕南
2197,0295,期貨與選擇權,(三)02-04 商405 簡正儀
2198,0298,班級活動,(三)06-07 商303 陳清和
2199,0304,金融與人生,(三)11-13 商403 張倉耀
2200,0309,證券投資學,(三)02-04 語307 羅仙法
2201,0299,班級活動,(三)06-07 語101 劉炳麟
2202,0300,班級活動,(三)06-07 語201 洪偉峰
2203,0313,國際財務管理,(三)02-04 商512 朱心蘅
2204,0317,期貨與選擇權理論與實務,(三)06-08 商512 吳仰哲
2205,0321,投資策略,(三)06-08 商1215 簡正儀
2206,0323,班級活動,"(三)09-10 語402 呂瑞秋,張吉宏"
2207,0326,會計學(二),(三)06-08 語402 陳光政
2208,0330,班級活動,"(三)09-10 語405 曾鹿鳴,黃依潔"
2209,0336,微積分(二),(三)06-08 語405 王凱城
2210,0340,財務管理實習,(三)09     忠206
2211,0341,財務管理,(三)06-08 忠206 洪介偉
2212,0351,保險會計,(三)02-04 商408 康淑珍
2213,0345,人壽保險,(三)06-08 忠B05 黃依潔
2214,0360,投資型保險,(三)02-04 語102 龎寶宏
2215,0357,行銷管理,(三)06-08 商208 曾鹿鳴
2216,0367,產險核保與理賠,(三)06-08 忠307 曾國忠
2217,0374,財務專題(二),(三)02-04 商1009 張智凱
2218,0379,財產保險研究(一),(三)07-09 商1009 吳瑞雲
2219,0384,大陸及國際保險市場研究,(三)07-09 商1007 陳森松
2220,4325,員工福利與退休金規劃,(三)02-04 商1007 黃孝慈
2221,2000,班級活動,"(三)08-09 建305 馮詩蘋,梁穎誼"
2222,2003,會計學(二),(三)02-04 建305 林惠美
2223,2005,微積分(二)實習,(三)06-07 建305
2224,2008,行銷管理,(三)06-08 人504 湛明暉
2225,2016,財務工程應用,(三)02-04 語202 馮詩蘋
2226,3009,班級活動,"(三)05     人B116A 曾鼎翔,李沛錞"
2227,3011,創新專題(2),(三)06-08 人B117A 李沛錞
2228,3016,商業資訊管理,(三)03-04 資電B29(電腦實習室) (三)06-07 人204 林佩君
2229,3024,解析幾何與微積分II,(三)06-07 人B120A (四)06-07 人B120A 許佳璵
2230,3027,常微分方程,(三)02-04 理406 洪子倫
2231,3029,電子元件與設計實驗,(三)06-08 資電429 林賢龍
2232,3034,商業電腦套裝軟體,(三)06-08 行政二館105-電腦實室 鍾冬川
2233,3043,溝通技巧(4),(三)03-04 人B120A 高大為
2234,4282,全民國防教育軍事訓練(二),"(三)08-09 紀204(第一國會廳) 劉申元,周吳龍"
2235,0014,西洋建築史,(三)11-12 忠804 陳格理
2236,0015,材料力學,(三)01-02 忠208 卜君平
2237,0016,電腦輔助設計(二),"(三)06-07 忠611(電腦實習室) 丹尼爾三多士,盛郁庭"
2238,0023,人因工程,(三)03-04 忠204 陳文亮
2239,0018,西洋建築史,(三)13-14 忠804 陳格理
2240,0019,材料力學,(三)08-09 忠501 林昌明
2241,1095,建築結構系統,(三)03-04 忠303 卜君平
2242,1102,永續建築,(三)08-09 忠309 羅仁豪
2243,1104,計劃書寫作,(三)06-07 忠501 彭志峰
2244,1105,高效能建築,(三)11-13 忠309 簡碩賢
2245,1109,建築設計(八),(三)01     忠516(建製圖室) (三)01     忠804 (三)02     忠516(建製圖室) (三)02     忠804 (三)03     忠516(建製圖室) (三)03     忠804 (三)04     忠516(建製圖室) (三)04     忠804 (三)06     忠516(建製圖室) (三)06     忠804 (三)07     忠516(建製圖室) (三)07
2246,1121,生態環境評估實作,(三)12-14 行政二館105-電腦實室 陳上元
2247,1122,建築物理環境與控制,(三)07-09 忠712 趙又嬋
2248,1128,都市與建築綠化專論,(三)11-13 忠712 張莉欣
2249,0856,大學國文(二),(三)13-14 忠208 賴崇仁
2250,0865,照明設計,(三)11-12 忠208 柯智偉
2251,0867,多媒體應用,(三)13-14 忠611(電腦實習室) 楊斯閔
2252,0874,室內裝修法規,(三)11-12 忠303 王建閔
2253,0883,展演設計概論,(三)11-12 忠310 鄭月妹
2254,3050,地政士實務,(三)06-07 紀104 葉裕州
2255,3057,菁英學術英語,(三)11-12 資電102 陳柏軒
2256,3062,坡地環境保育,(三)11-13 商308 黃志彰
2257,3064,華語教學實習,(三)13     人B116A 王惠鈴
2258,3067,華語口語與表達,(三)11-12 人B116A 王惠鈴
2259,3077,韓文(一),(三)01-02 人707 韓連善
2260,3079,韓文(一),(三)03-04 人405 韓連善
2261,3081,韓文(二),(三)06-07 人703 韓連善
2262,3083,日文(一),(三)01-02 人405 張雪玉
2263,3084,日文(一),(三)11-12 資電512 吳昱瑩
2264,3090,日文(一),(三)03-04 人601 李金娟
2265,3094,日文(二),(三)03-04 資電102 林盈萱
2266,3097,日文(二),(三)06-07 資電410 吳昱瑩
2267,3105,觀光日語,(三)08-09 資電512 吳昱瑩
2268,3116,英文閱讀(二),(三)08-09 語101 王鈺琪
2269,3120,英文寫作(二),(三)08-09 資電B29(電腦實習室) 鄭宜玫
2270,3121,英文寫作(二),(三)03-04 科航201 施惠家
2271,3123,法文(一),(三)08-09 人603 斐克禮
2272,3132,泰語(二),(三)11-12 資電411 夏秋美
2273,3133,法文(四),(三)03-04 人707 斐克禮
2274,3134,美國短篇小說導讀,(三)08-09 人706 蔚賾休
2275,3136,德文(二),(三)08-09 資電411 王允闐
2276,3138,德文(四),(三)06-07 資電411 王允闐
2277,3145,生質柴油與能源作物,(三)11-13 忠210 鍾志鴻
2278,3149,皮革製造,(三)11-13 人B119A 廖盛焜
2279,3151,流體傳動產業與知識管理,(三)11-12 科航206 謝宗翰
2280,3153,成衣品質管理與供應鏈管理,(三)06-08 語104 黃金鳳
2281,3168,佛家思想,(三)08-09 人507 鄭保村
2282,3170,詩詞欣賞,(三)08-09 人701 彭妙卿
2283,3174,紀實影像解析,(三)03-04 人705 李建成
2284,3177,日本歷史與文化,(三)03-04 人507 黃煇慶
2285,3184,古典小說,(三)03-04 人505 梁煌儀
2286,3187,台灣民間信仰,(三)08-09 人601 王志宇
2287,3191,生死與哲學,(三)06-07 人606 劉秀齡
2288,3192,生死與哲學,(三)08-09 人605 劉秀齡
2289,3200,電影藝術專題講座　,(三)08-09 行政二館205(視聽室) 李建成
2290,3203,應用文,(三)06-07 語105 吳秀英
2291,3216,土地關懷之旅,(三)03-04 人401 李瑞陽
